Load1;Ts_o_1;Ts_i_1;Tp_o_1;Tp_i_1;Load2;Ts_o_2;Ts_i_2;Tp_o_2;Tp_i_2;Load3;Ts_o_3;Ts_i_3;Tp_o_3;Tp_i_3
8.12047E-08;68.4;27;26.7;89;1.02717E-07;68.4;27;26.6;88.9;1.20366E-07;68.5;27.4;26.6;89
9.18175E-08;68.4;24.6;26.4;89;1.29121E-07;68.8;24.6;25.9;89.1;1.46732E-07;68.4;27.2;26.5;89.1
1.38816E-08;68.6;26.6;25.4;88;1.60245E-08;67.3;26.6;25.5;88;1.4505E-08;67.1;25.9;27.1;88
2.07531E-08;67;22.8;25.8;87.9;3.09471E-08;66.3;22.8;25.9;88;3.5383E-08;66.2;22.8;26;88
1.1919E-07;68.5;25.4;27.5;89.1;1.58369E-07;68.3;25.4;27.2;89.1;1.81135E-07;68.3;27.5;27.2;89.1
7.68652E-08;68.4;24;26.5;88.9;1.0524E-07;68.5;24;26.6;89;1.20279E-07;68.5;27.4;26.6;89
1.08659E-07;68.9;30.2;30.4;89;1.39687E-07;68.4;30.2;30.7;88.9;1.6266E-07;68.4;31.5;30.8;89
-1.25967E-12;69.3;40.1;37.5;86.6;-1.68236E-12;69.1;40.1;37.3;86.6;-1.92247E-12;69.1;40.3;37.8;86.6
1.6993E-08;68;23.5;27;87.6;3.10396E-08;68.1;23.5;26.6;87.7;2.89331E-08;68;27.5;26.3;87.7
2.93126E-08;68.3;22.3;25.8;87.8;3.09639E-08;66.5;22.3;25.9;87.7;3.94971E-08;66.5;23;25.8;87.7
2.702E-08;68.5;22.2;25.4;87.8;3.92243E-08;67.4;22.2;25.9;87.8;4.48127E-08;67.4;22.7;25.9;87.8
-6.29836E-14;68.4;22.1;25.3;83.9;-8.41182E-14;67.5;22.1;25.9;84;-9.61234E-14;67.5;22.8;25.9;84
0;68.4;22;24.9;80;-8.41182E-17;67.4;22;25.4;80.1;0;67.5;22.6;25.4;80.1
1.24884E-07;69.1;30;31.8;86.7;0;67.4;30;25;76.4;0;67.4;22.5;25;76.4
1.50581E-07;69.3;29.2;31.1;89.4;4.3304E-08;65.9;29.2;25.7;86.8;4.94747E-08;65.9;27;25.7;86.8
1.44856E-07;69.2;27;29.3;89.3;2.70776E-08;65.1;27;25.9;87.6;3.45852E-08;65.3;23.4;26.1;87.7
1.20406E-07;69.2;24;26.8;89;3.90981E-08;66.7;24;26;87.8;4.09101E-08;66.7;22.8;26;87.8
6.96409E-08;69.4;35.6;37.1;88.4;3.25621E-08;67.5;35.6;25.8;87.8;3.72478E-08;67.5;22.4;25.8;87.7
1.45127E-07;68.9;23;25.5;89.2;1.58992E-07;68.7;23;27.5;89.1;1.8176E-07;68.7;25.5;27.5;89.1
9.40471E-08;68.9;26.1;25.7;89.1;1.02742E-07;68.4;26.1;26.5;88.9;1.17415E-07;68.4;24;26.5;88.9
8.92162E-08;68.5;24.2;26.2;89;1.29189E-07;68.8;24.2;25.9;89.1;1.47636E-07;68.8;26.2;25.9;89.1
1.39887E-08;68.6;26.5;25.2;88;1.60329E-08;67.3;26.5;25.5;88;1.83211E-08;67.3;27.3;25.5;88
2.25229E-08;67.1;22.8;25.7;88;2.77422E-08;66.2;22.8;25.7;87.9;3.17015E-08;66.2;22.7;25.7;87.9
1.19152E-07;68.5;25.5;27.5;89.1;1.59412E-07;68.3;25.5;27.4;89.1;1.82163E-07;68.3;25.4;27.4;89.1
7.69596E-08;68.4;24;26.5;88.9;1.08529E-07;68.4;24;26.7;89;1.24018E-07;68.4;27;26.7;89
9.67491E-08;68.8;26.2;25.9;89.1;1.22712E-07;68.4;26.2;26.4;89;1.40225E-07;68.4;24.5;26.4;89
1.20047E-08;67.3;27.3;25.5;88;1.85565E-08;68.6;27.3;25.4;88;2.12048E-08;68.6;26.6;25.4;88
2.31843E-08;66.3;23;25.9;88;2.77338E-08;67;23;25.8;87.9;3.43064E-08;67.1;22.9;25.8;88
1.18661E-07;68.3;27.5;27.2;89.1;1.59295E-07;68.5;27.5;27.4;89.1;1.8102E-07;68.5;27.5;27.1;89.1
7.88491E-08;68.5;27.4;26.6;89;1.08521E-07;68.4;27.4;26.7;89;1.20337E-07;68.5;27.4;26.6;89
